Timestamp,Gender,Age,Race,Occupation,Do you agree that skincare is important?,Have you ever used any skin care products?,Skin Conditions,Preferred Type of Ingredients,How do you choose your products?,Do you use samples before buying skincare products?,How often do you buy skincare products?,How willing are you to try different skin care products?,Where do you purchase your skin care products?,Average monthly spending on skincare products,The list of ingredients on a product is hard to understand.,I want to gain knowledge of skincare regime in easy and understandable way.,Do you think that technology can improve your skincare routine?,Have you heard about AI (Artificial Intelligence)?,Do you want to have a skin scanning app that can customize skincare regime?,How excited  would you be to use the skin scanning application?,State
6/22/2022 9:13,Female,25-29,Indian,Teacher,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Often,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,No,Yes,Yes,Moderately Excited,Kedah
10/24/2022 15:28,Female,25-29,Sabahan,Architect,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Yes,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,Yes,No,Yes,Moderately Excited,Perak
9/13/2022 15:46,Female,25-29,Chinese,Manager,Yes,Yes,Brown Spots,Antioxidant,Relatives,Yes,Never,Willing,Online,RM 200 - RM 300,Disagree,Yes,No,Yes,Yes,Moderately Excited,Terengganu
10/23/2022 10:44,Female,14-19,Indian,Designer,Yes,Yes,Combination Skin,Low pH,Relatives,Yes,Sometimes,Not Willing,Mall,RM 50 - RM 99,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,Pulau Pinang
10/22/2022 16:47,Male,25-29,Chinese,Architect,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Often,Willing,Online,RM 50 - RM 99,Strongly Disagree,No,Yes,No,Yes,Moderately Excited,Negeri Sembilan
10/12/2022 6:42,Female,30-35,Indian,Student,Yes,Yes,Brown Spots,Natural,Relatives,Yes,Often,Willing,Online,RM 20 - RM 49,Strongly Disagree,Yes,Yes,Yes,Yes,Slightly Excited,Melaka
4/11/2022 22:31,Female,30-35,Chinese,Student,No,Yes,Pigmentation,Low pH,Relatives,Yes,Often,Willing,Mall,> RM 300,Strongly Agree,No,No,Yes,Yes,Moderately Excited,Kelantan
7/15/2022 4:58,Female,30-35,Chinese,Manager,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,Yes,Never,Willing,Online,> RM 300,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Negeri Sembilan
3/26/2022 13:06,Female,20-24,Indian,Own,Yes,No,Combination Skin,Noncomedogenic,Brand,Yes,Rarely,Willing,Online,> RM 300,Strongly Agree,No,No,Yes,Yes,Moderately Excited,W.P. Putrajaya
6/2/2022 8:17,Female,>35,Indian,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Often,Willing,Pharmacy,RM 150 - RM 199,Strongly Disagree,No,No,Yes,Yes,Very Excited,W.P. Labuan
4/12/2022 2:42,Female,25-29,Indian,Manager,No,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Yes,Willing,Mall,RM 50 - RM 99,Disagree,No,No,Yes,Yes,Very Excited,Perlis
11/14/2022 12:56,Female,20-24,Indian,Own,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Strongly Disagree,No,Yes,Yes,Yes,Moderately Excited,Melaka
10/28/2022 18:10,Female,30-35,Malay,Student,Yes,Yes,Dry,Natural,Brand,Yes,Often,Not Willing,Pharmacy,> RM 300,Agree,No,Yes,Yes,Yes,Not At All Excited,Pahang
10/31/2022 22:20,Female,20-24,Malay,Architect,Yes,Yes,Uneven Skin Tone,Antioxidant,Relatives,No,Rarely,Willing,Mall,RM 50 - RM 99,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Pulau Pinang
11/12/2022 22:53,Female,20-24,Malay,Engineer,Yes,Yes,Combination Skin,Noncomedogenic,Brand,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Strongly Disagree,No,Yes,No,No,Moderately Excited,Pulau Pinang
11/10/2022 7:02,Female,30-35,Malay,Own,No,No,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Pharmacy,RM 100 - RM 149,Neutral,No,No,Yes,Yes,Slightly Excited,W.P. Labuan
7/22/2022 17:48,Female,25-29,Malay,Doctor,Yes,Yes,Combination Skin,Natural,Brand,Yes,Yes,Willing,Online,< RM 20,Strongly Disagree,Yes,Yes,Yes,No,Very Excited,Selangor
5/25/2022 19:17,Female,>35,Malay,Manager,Yes,No,Combination Skin,Natural,Relatives,Yes,Very often,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,Yes,No,No,Slightly Excited,Negeri Sembilan
6/11/2022 15:08,Male,14-19,Bajau,Teacher,Yes,Yes,Combination Skin,Hypoallergenic,Dermatologist,No,Sometimes,Willing,Online,RM 200 - RM 300,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Sabah
3/23/2022 9:17,Female,25-29,Bajau,Engineer,Yes,Yes,Combination Skin,Alcohol-free,Relatives,No,Rarely,Willing,Online,RM 100 - RM 149,Neutral,Yes,No,Yes,Yes,Very Excited,Sabah
11/7/2022 19:39,Female,30-35,Bajau,Student,Yes,Yes,Combination Skin,Oil-free,Brand,Yes,Yes,Willing,Online,> RM 300,Neutral,Yes,No,Yes,Yes,Moderately Excited,W.P. Putrajaya
7/31/2022 23:11,Female,30-35,Bajau,Architect,Yes,Yes,Oily Skin,Hypoallergenic,Relatives,No,Never,Willing,Specialized Beauty Shops,> RM 300,Strongly Agree,No,No,Yes,Yes,Very Excited,Johor
10/15/2022 1:48,Female,30-35,Bajau,Own,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Mall,RM 200 - RM 300,Agree,Yes,No,No,Yes,Extremely Excited,W.P. Kuala Lumpur
7/18/2022 22:01,Female,25-29,Bajau,Manager,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,Yes,Very often,Not Willing,Online,RM 150 - RM 199,Agree,No,Yes,No,Yes,Extremely Excited,Kedah
10/31/2022 9:49,Female,14-19,Bajau,Teacher,Yes,Yes,Uneven Skin Tone,Alcohol-free,Salesperson,Yes,Very often,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,Yes,Yes,Yes,Not At All Excited,Pulau Pinang
10/24/2022 15:02,Female,25-29,Bajau,Doctor,No,Yes,Oily Skin,Antioxidant,Relatives,Yes,Sometimes,Not Willing,Mall,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,W.P. Labuan
11/6/2022 23:18,Male,20-24,Bajau,Student,Yes,Yes,Redness,Natural,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Johor
10/30/2022 4:04,Female,20-24,Bajau,Engineer,Yes,Yes,Uneven Skin Tone,Oil-free,Relatives,Yes,Rarely,Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,Yes,No,Extremely Excited,Terengganu
5/15/2022 16:45,Female,14-19,Bajau,Architect,Yes,Yes,Combination Skin,Alcohol-free,Relatives,No,Never,Willing,Mall,RM 200 - RM 300,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Perlis
4/8/2022 19:46,Female,20-24,Bajau,Student,Yes,Yes,Combination Skin,Alcohol-free,Brand,No,Rarely,Willing,Online,RM 150 - RM 199,Agree,Yes,Yes,Yes,Yes,Extremely Excited,W.P. Putrajaya
11/13/2022 7:06,Male,25-29,Bajau,Teacher,Yes,Yes,Uneven Skin Tone,Alcohol-free,Brand,No,Sometimes,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,W.P. Kuala Lumpur
11/10/2022 22:20,Female,25-29,Bajau,Own,Yes,Yes,Uneven Skin Tone,Natural,Relatives,No,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,Melaka
8/15/2022 9:26,Male,>35,Bajau,Engineer,Yes,No,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Never,Willing,Online,RM 100 - RM 149,Strongly Agree,No,Yes,Yes,Yes,Very Excited,Pulau Pinang
3/25/2022 0:06,Female,25-29,Bajau,Architect,Yes,No,Combination Skin,Natural,Brand,Yes,Very often,Willing,Online,RM 50 - RM 99,Agree,Yes,No,Yes,No,Very Excited,W.P. Labuan
7/26/2022 21:15,Female,20-24,Chinese,Engineer,Yes,Yes,Combination Skin,Alcohol-free,Relatives,No,Sometimes,Willing,Mall,RM 150 - RM 199,Disagree,Yes,No,Yes,Yes,Extremely Excited,Johor
9/12/2022 12:18,Female,25-29,Chinese,Student,No,Yes,Uneven Skin Tone,Natural,Relatives,Yes,Often,Willing,Pharmacy,RM 150 - RM 199,Agree,No,No,Yes,Yes,Very Excited,Kelantan
10/3/2022 8:36,Female,30-35,Chinese,Engineer,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Rarely,Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,No,Yes,Yes,Extremely Excited,Sabah
9/12/2022 16:10,Female,25-29,Indian,Student,No,Yes,Uneven Skin Tone,Noncomedogenic,Brand,Yes,Often,Willing,Mall,RM 100 - RM 149,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Selangor
4/8/2022 5:54,Female,30-35,Indian,Manager,Yes,Yes,Uneven Skin Tone,Alcohol-free,Brand,No,Rarely,Willing,Online,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,Selangor
10/28/2022 9:53,Female,30-35,Chinese,Consultant,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Never,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,No,Extremely Excited,Melaka
5/22/2022 5:25,Female,30-35,Indian,Designer,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Often,Willing,Mall,RM 20 - RM 49,Strongly Agree,Yes,No,Yes,Yes,Very Excited,Sabah
11/18/2022 8:37,Female,20-24,Sabahan,Architect,No,Yes,Combination Skin,Alcohol-free,Relatives,No,Often,Willing,Mall,RM 20 - RM 49,Strongly Agree,No,No,Yes,Yes,Very Excited,Kelantan
8/27/2022 9:42,Male,20-24,Chinese,Own,No,Yes,Brown Spots,Oil-free,Dermatologist,Yes,Yes,Not Willing,Online,RM 20 - RM 49,Disagree,Yes,No,Yes,Yes,Moderately Excited,Melaka
8/20/2022 22:25,Female,25-29,Indian,Manager,Yes,Yes,Uneven Skin Tone,Natural,Brand,No,Sometimes,Willing,Mall,> RM 300,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Melaka
8/28/2022 11:43,Female,25-29,Chinese,Doctor,Yes,No,Combination Skin,Oil-free,Product,Yes,Yes,Willing,Mall,RM 150 - RM 199,Strongly Agree,Yes,No,Yes,Yes,Very Excited,W.P. Kuala Lumpur
7/9/2022 8:23,Female,25-29,Chinese,Manager,Yes,Yes,Combination Skin,Oil-free,Relatives,Yes,Never,Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,No,Yes,Extremely Excited,Pulau Pinang
9/2/2022 19:36,Female,25-29,Indian,Teacher,Yes,Yes,Brown Spots,Natural,Product,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Agree,Yes,Yes,Yes,Yes,Extremely Excited,Melaka
10/13/2022 0:55,Female,20-24,Indian,Manager,No,Yes,Uneven Skin Tone,Alcohol-free,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Disagree,Yes,No,No,Yes,Very Excited,Selangor
11/16/2022 12:50,Male,25-29,Sabahan,Doctor,Yes,Yes,Pigmentation,Natural,Brand,Yes,Very often,Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Extremely Excited,Pulau Pinang
10/7/2022 1:54,Female,20-24,Indian,Student,Yes,Yes,Uneven Skin Tone,Alcohol-free,Brand,Yes,Never,Willing,Online,RM 150 - RM 199,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Kuala Lumpur
11/7/2022 0:56,Female,20-24,Sabahan,Own,Yes,Yes,Oily Skin,Natural,Dermatologist,No,Sometimes,Not Willing,Mall,< RM 20,Strongly Agree,No,Yes,Yes,Yes,Moderately Excited,W.P. Labuan
7/23/2022 13:19,Female,20-24,Indian,Engineer,Yes,Yes,Sensitive Skin,Alcohol-free,Relatives,Yes,Very often,Willing,Mall,RM 50 - RM 99,Disagree,Yes,Yes,No,Yes,Extremely Excited,Sabah
3/26/2022 20:14,Female,30-35,Sabahan,Student,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Yes,Willing,Online,RM 50 - RM 99,Strongly Agree,No,Yes,Yes,No,Moderately Excited,Selangor
8/8/2022 20:12,Female,25-29,Chinese,Manager,Yes,No,Combination Skin,Antioxidant,Relatives,Yes,Yes,Not Willing,Online,RM 50 - RM 99,Agree,Yes,Yes,No,No,Extremely Excited,Pahang
3/26/2022 18:50,Female,25-29,Chinese,Manager,Yes,Yes,Oily Skin,Noncomedogenic,Brand,Yes,Yes,Willing,Online,RM 100 - RM 149,Disagree,Yes,No,Yes,Yes,Not At All Excited,W.P. Labuan
11/19/2022 11:17,Female,25-29,Chinese,Student,Yes,No,Pigmentation,Noncomedogenic,Brand,Yes,Never,Willing,Online,RM 20 - RM 49,Disagree,Yes,No,Yes,Yes,Extremely Excited,Pulau Pinang
7/12/2022 8:37,Female,30-35,Chinese,Student,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Relatives,Yes,Often,Willing,Mall,> RM 300,Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Labuan
11/7/2022 17:49,Male,25-29,Chinese,Teacher,No,Yes,Combination Skin,Oil-free,Relatives,No,Sometimes,Willing,Online,< RM 20,Neutral,No,No,Yes,No,Very Excited,Pahang
6/17/2022 17:12,Female,20-24,Chinese,Teacher,Yes,Yes,Combination Skin,Oil-free,Relatives,Yes,Very often,Willing,Online,RM 50 - RM 99,Disagree,Yes,No,Yes,No,Moderately Excited,W.P. Labuan
11/27/2022 10:30,Female,14-19,Chinese,Architect,Yes,Yes,Combination Skin,Antioxidant,Brand,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Very Excited,Sabah
5/14/2022 12:56,Female,25-29,Chinese,Student,Yes,Yes,Uneven Skin Tone,Antioxidant,Brand,Yes,Sometimes,Willing,Online,RM 20 - RM 49,Strongly Disagree,No,Yes,Yes,Yes,Extremely Excited,W.P. Kuala Lumpur
4/3/2022 22:06,Male,25-29,Chinese,Manager,Yes,Yes,Oily Skin,Natural,Observation,Yes,Rarely,Willing,Online,RM 200 - RM 300,Strongly Agree,No,Yes,Yes,Yes,Very Excited,Selangor
5/13/2022 21:57,Female,14-19,Chinese,Manager,Yes,Yes,Brown Spots,Natural,Relatives,Yes,Often,Willing,Specialized Beauty Shops,RM 150 - RM 199,Disagree,Yes,Yes,Yes,Yes,Very Excited,W.P. Labuan
7/9/2022 22:24,Female,30-35,Chinese,Doctor,Yes,Yes,Uneven Skin Tone,Noncomedogenic,Brand,Yes,Yes,Willing,Mall,RM 50 - RM 99,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Pulau Pinang
10/29/2022 10:24,Female,25-29,Chinese,Teacher,Yes,Yes,Combination Skin,Oil-free,Relatives,Yes,Yes,Not Willing,Online,RM 50 - RM 99,Disagree,Yes,Yes,Yes,No,Very Excited,Johor
6/21/2022 17:43,Female,>35,Chinese,Doctor,Yes,Yes,Brown Spots,Noncomedogenic,Relatives,Yes,Very often,Not Willing,Online,RM 100 - RM 149,Disagree,Yes,Yes,Yes,Yes,Slightly Excited,Kelantan
5/2/2022 10:50,Female,30-35,Chinese,Engineer,Yes,No,Combination Skin,Hypoallergenic,Dermatologist,Yes,Yes,Willing,Pharmacy,RM 100 - RM 149,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Selangor
3/24/2022 10:39,Female,>35,Chinese,Designer,Yes,Yes,Combination Skin,Oil-free,Relatives,Yes,Yes,Not Willing,Specialized Beauty Shops,RM 150 - RM 199,Neutral,Yes,Yes,No,Yes,Moderately Excited,W.P. Kuala Lumpur
6/10/2022 6:46,Female,30-35,Chinese,Teacher,Yes,Yes,Sensitive Skin,Natural,Dermatologist,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,W.P. Putrajaya
6/4/2022 21:27,Female,20-24,Chinese,Teacher,Yes,Yes,Uneven Skin Tone,Natural,Brand,Yes,Never,Willing,Online,< RM 20,Agree,Yes,Yes,Yes,Yes,Moderately Excited,Perlis
8/16/2022 1:30,Female,30-35,Chinese,Doctor,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Sometimes,Willing,Online,< RM 20,Strongly Disagree,Yes,Yes,Yes,Yes,Moderately Excited,Terengganu
11/9/2022 4:19,Female,>35,Chinese,Student,Yes,Yes,Combination Skin,Alcohol-free,Product,Yes,Very often,Willing,Pharmacy,< RM 20,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,Melaka
10/15/2022 8:31,Female,25-29,Chinese,Architect,No,Yes,Combination Skin,Oil-free,Dermatologist,Yes,Yes,Willing,Online,RM 50 - RM 99,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,W.P. Kuala Lumpur
5/24/2022 6:10,Female,30-35,Chinese,Manager,Yes,Yes,Brown Spots,Natural,Brand,Yes,Often,Willing,Specialized Beauty Shops,RM 50 - RM 99,Strongly Disagree,Yes,No,No,Yes,Extremely Excited,Kedah
6/24/2022 14:36,Female,>35,Iban,Engineer,Yes,Yes,Combination Skin,Natural,Dermatologist,Yes,Often,Willing,Online,RM 200 - RM 300,Disagree,No,No,No,Yes,Very Excited,Melaka
8/24/2022 22:57,Female,20-24,Iban,Teacher,Yes,Yes,Brown Spots,Antioxidant,Brand,Yes,Very often,Willing,Online,RM 200 - RM 300,Agree,Yes,No,Yes,Yes,Extremely Excited,Kelantan
7/3/2022 6:01,Female,30-35,Iban,Manager,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Rarely,Not Willing,Online,RM 200 - RM 300,Neutral,Yes,No,Yes,Yes,Very Excited,Negeri Sembilan
4/19/2022 0:06,Female,>35,Iban,Student,Yes,No,Combination Skin,Noncomedogenic,Brand,Yes,Rarely,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,Melaka
8/11/2022 11:57,Female,14-19,Iban,Doctor,Yes,Yes,Combination Skin,Antioxidant,Relatives,No,Yes,Willing,Online,RM 100 - RM 149,Agree,Yes,No,No,Yes,Very Excited,W.P. Labuan
9/28/2022 23:42,Female,30-35,Iban,Architect,Yes,Yes,Oily Skin,Alcohol-free,Dermatologist,Yes,Yes,Willing,Online,RM 200 - RM 300,Strongly Agree,Yes,No,Yes,Yes,Very Excited,W.P. Labuan
7/1/2022 0:45,Female,30-35,Iban,Own,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,No,Very often,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,No,Yes,No,Very Excited,Sarawak
9/25/2022 11:05,Male,25-29,Iban,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Brand,No,Often,Willing,Pharmacy,RM 100 - RM 149,Strongly Agree,Yes,No,Yes,Yes,Moderately Excited,Perlis
10/16/2022 0:53,Female,25-29,Indian,Engineer,Yes,Yes,Combination Skin,Antioxidant,Product,No,Sometimes,Willing,Online,RM 200 - RM 300,Disagree,No,No,Yes,Yes,Extremely Excited,W.P. Putrajaya
9/20/2022 12:24,Female,30-35,Indian,Designer,Yes,Yes,Combination Skin,Natural,Observation,Yes,Never,Willing,Mall,RM 200 - RM 300,Neutral,Yes,Yes,Yes,Yes,Very Excited,Kedah
4/8/2022 1:18,Female,20-24,Indian,Student,No,No,Uneven Skin Tone,Noncomedogenic,Dermatologist,No,Very often,Willing,Online,RM 150 - RM 199,Strongly Disagree,Yes,Yes,No,Yes,Moderately Excited,Pahang
10/8/2022 1:48,Male,20-24,Indian,Engineer,No,Yes,Oily Skin,Alcohol-free,Relatives,Yes,Sometimes,Willing,Online,RM 150 - RM 199,Agree,Yes,Yes,No,Yes,Very Excited,Negeri Sembilan
5/21/2022 14:36,Female,25-29,Indian,Student,Yes,Yes,Redness,Noncomedogenic,Relatives,Yes,Rarely,Not Willing,Mall,RM 100 - RM 149,Disagree,Yes,Yes,Yes,No,Moderately Excited,Terengganu
6/7/2022 0:13,Female,25-29,Indian,Designer,Yes,Yes,Combination Skin,Antioxidant,Relatives,Yes,Often,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,W.P. Putrajaya
8/19/2022 17:53,Female,25-29,Indian,Teacher,Yes,No,Combination Skin,Alcohol-free,Relatives,Yes,Sometimes,Willing,Online,> RM 300,Strongly Disagree,No,Yes,No,Yes,Very Excited,Terengganu
5/26/2022 19:33,Female,30-35,Indian,Manager,Yes,Yes,Combination Skin,Antioxidant,Brand,Yes,Very often,Willing,Pharmacy,> RM 300,Neutral,Yes,No,Yes,Yes,Very Excited,Negeri Sembilan
11/3/2022 10:56,Female,30-35,Indian,Student,Yes,Yes,Combination Skin,Oil-free,Relatives,No,Often,Willing,Online,RM 50 - RM 99,Strongly Disagree,Yes,Yes,Yes,No,Very Excited,Sarawak
9/9/2022 4:26,Female,14-19,Indian,Own,Yes,Yes,Uneven Skin Tone,Antioxidant,Relatives,No,Often,Willing,Online,RM 150 - RM 199,Strongly Agree,Yes,Yes,Yes,Yes,Very Excited,Pulau Pinang
8/26/2022 9:01,Female,20-24,Indian,Student,No,Yes,Combination Skin,Natural,Dermatologist,Yes,Often,Willing,Online,< RM 20,Agree,Yes,Yes,No,Yes,Very Excited,Perak
6/30/2022 17:13,Female,20-24,Indian,Designer,Yes,Yes,Normal Skin,Antioxidant,Pricing,No,Sometimes,Willing,Specialized Beauty Shops,< RM 20,Agree,Yes,No,Yes,Yes,Extremely Excited,Johor
9/21/2022 13:37,Female,30-35,Indian,Designer,Yes,Yes,Combination Skin,Hypoallergenic,Observation,Yes,Never,Willing,Online,RM 150 - RM 199,Neutral,Yes,Yes,No,Yes,Extremely Excited,W.P. Kuala Lumpur
5/3/2022 10:56,Male,30-35,Indian,Student,Yes,Yes,Uneven Skin Tone,Alcohol-free,Relatives,No,Sometimes,Willing,Pharmacy,RM 100 - RM 149,Strongly Disagree,No,Yes,No,Yes,Very Excited,Perlis
8/29/2022 11:33,Female,20-24,Indian,Teacher,No,Yes,Sensitive Skin,Antioxidant,Relatives,No,Yes,Willing,Online,RM 150 - RM 199,Agree,Yes,Yes,No,No,Very Excited,W.P. Kuala Lumpur
11/2/2022 17:16,Female,25-29,Indian,Teacher,No,No,Brown Spots,Natural,Pricing,Yes,Sometimes,Willing,Online,RM 200 - RM 300,Strongly Disagree,No,Yes,Yes,Yes,Moderately Excited,Sabah
10/28/2022 10:50,Male,>35,Javanese,Student,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Often,Willing,Online,RM 100 - RM 149,Neutral,Yes,No,Yes,Yes,Extremely Excited,Terengganu
5/4/2022 5:08,Female,20-24,Javanese,Teacher,Yes,Yes,Brown Spots,Noncomedogenic,Relatives,Yes,Rarely,Willing,Mall,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Very Excited,Sabah
3/26/2022 8:59,Female,30-35,Javanese,Architect,No,Yes,Uneven Skin Tone,Alcohol-free,Salesperson,Yes,Sometimes,Willing,Online,RM 50 - RM 99,Disagree,No,Yes,Yes,Yes,Very Excited,Kelantan
6/9/2022 20:58,Female,14-19,Malay,Student,Yes,Yes,Combination Skin,Alcohol-free,Brand,Yes,Never,Willing,Online,RM 200 - RM 300,Neutral,Yes,Yes,Yes,Yes,Extremely Excited,Pulau Pinang
11/6/2022 18:13,Female,25-29,Malay,Doctor,Yes,Yes,Combination Skin,Hypoallergenic,Brand,Yes,Sometimes,Willing,Pharmacy,RM 100 - RM 149,Disagree,Yes,Yes,Yes,No,Moderately Excited,Sarawak
4/3/2022 15:28,Female,25-29,Malay,Architect,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Sometimes,Willing,Online,RM 200 - RM 300,Strongly Disagree,Yes,Yes,Yes,Yes,Very Excited,Pahang
7/17/2022 9:57,Female,25-29,Malay,Own,Yes,Yes,Combination Skin,Alcohol-free,Pricing,Yes,Sometimes,Willing,Pharmacy,RM 50 - RM 99,Disagree,No,Yes,Yes,Yes,Extremely Excited,Terengganu
4/19/2022 8:23,Female,25-29,Malay,Manager,No,Yes,Dry,Noncomedogenic,Relatives,Yes,Yes,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Extremely Excited,W.P. Putrajaya
9/12/2022 12:19,Female,25-29,Malay,Consultant,Yes,Yes,Combination Skin,Natural,Relatives,Yes,Very often,Willing,Online,RM 150 - RM 199,Agree,Yes,Yes,Yes,Yes,Extremely Excited,W.P. Labuan
11/12/2022 13:45,Female,30-35,Malay,Manager,Yes,Yes,Brown Spots,Noncomedogenic,Relatives,Yes,Sometimes,Willing,Online,RM 100 - RM 149,Strongly Agree,Yes,Yes,Yes,Yes,Slightly Excited,W.P. Putrajaya
4/23/2022 18:33,Female,>35,Malay,Student,Yes,No,Combination Skin,Alcohol-free,Relatives,Yes,Sometimes,Willing,Specialized Beauty Shops,< RM 20,Strongly Agree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Labuan
6/2/2022 13:33,Female,14-19,Malay,Own,Yes,Yes,Combination Skin,Alcohol-free,Relatives,Yes,Never,Not Willing,Online,RM 50 - RM 99,Neutral,Yes,No,Yes,No,Very Excited,Johor
5/9/2022 1:18,Female,30-35,Malay,Manager,Yes,Yes,Brown Spots,Natural,Relatives,Yes,Sometimes,Not Willing,Specialized Beauty Shops,RM 50 - RM 99,Agree,Yes,No,Yes,Yes,Moderately Excited,Pahang
3/22/2022 18:13,Female,25-29,Malay,Designer,Yes,Yes,Combination Skin,Oil-free,Brand,Yes,Rarely,Willing,Online,RM 150 - RM 199,Neutral,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Putrajaya
5/25/2022 16:15,Female,25-29,Malay,Manager,Yes,Yes,Combination Skin,Natural,Brand,Yes,Never,Willing,Pharmacy,RM 200 - RM 300,Neutral,Yes,No,Yes,Yes,Extremely Excited,W.P. Putrajaya
8/3/2022 6:42,Female,20-24,Malay,Own,No,Yes,Redness,Hypoallergenic,Relatives,Yes,Yes,Willing,Online,RM 100 - RM 149,Strongly Disagree,Yes,No,Yes,Yes,Very Excited,Sarawak
9/2/2022 0:50,Female,25-29,Malay,Architect,Yes,Yes,Oily Skin,Oil-free,Brand,Yes,Sometimes,Willing,Online,RM 20 - RM 49,Neutral,No,No,Yes,Yes,Very Excited,Terengganu
6/1/2022 22:38,Female,20-24,Malay,Consultant,Yes,Yes,Uneven Skin Tone,Natural,Relatives,Yes,Yes,Willing,Online,> RM 300,Agree,Yes,Yes,Yes,Yes,Very Excited,Negeri Sembilan
11/10/2022 15:25,Female,20-24,Malay,Manager,Yes,Yes,Combination Skin,Noncomedogenic,Relatives,Yes,Very often,Willing,Specialized Beauty Shops,> RM 300,Strongly Disagree,Yes,Yes,No,Yes,Moderately Excited,Perlis
11/8/2022 5:06,Female,20-24,Malay,Manager,Yes,Yes,Brown Spots,Alcohol-free,Dermatologist,Yes,Never,Not Willing,Pharmacy,RM 200 - RM 300,Disagree,Yes,Yes,Yes,Yes,Moderately Excited,W.P. Putrajaya
3/23/2022 0:17,Female,30-35,Malay,Student,Yes,No,Brown Spots,Noncomedogenic,Relatives,No,Yes,Willing,Online,RM 100 - RM 149,Agree,Yes,Yes,Yes,Yes,Very Excited,Perak
